,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
5381,81169:63,Stayed recenty to attend a Giants game.,0,Stayed recenty to attend Giants game,"['stayed', 'recenty', 'to', 'attend', 'giants', 'game']","['stayed', 'recenty', 'attend', 'giants', 'game']","['stayed', 'recenty', 'attend', 'giant', 'game']","['stay', 'recenti', 'attend', 'giant', 'game']"
5382,81169:63,Didnt want to spend alot of dough and chose the Mosser.,0,did not want to spend alot of dough and chose the Mosser,"['did', 'not', 'want', 'to', 'spend', 'alot', 'of', 'dough', 'and', 'chose', 'the', 'mosser']","['want', 'spend', 'alot', 'dough', 'chose', 'mosser']","['want', 'spend', 'alot', 'dough', 'chose', 'mosser']","['want', 'spend', 'alot', 'dough', 'chose', 'mosser']"
5383,81169:63,"Im originally from the City and have known of the Mosser ,especially the dive hotel it was back in the 1980s,.",0,am originally from the City and have known of the Mosser especially the dive hotel it was back in the 1980 s,"['am', 'originally', 'from', 'the', 'city', 'and', 'have', 'known', 'of', 'the', 'mosser', 'especially', 'the', 'dive', 'hotel', 'it', 'was', 'back', 'in', 'the', '1980', 's']","['originally', 'city', 'known', 'mosser', 'especially', 'dive', 'hotel', 'back', '1980']","['originally', 'city', 'know', 'mosser', 'especially', 'dive', 'hotel', 'back', '1980']","['origin', 'citi', 'known', 'mosser', 'especi', 'dive', 'hotel', 'back', '1980']"
5384,81169:63,What a transformation,0,What transformation,"['what', 'transformation']",['transformation'],['transformation'],['transform']
5385,81169:63,"Its a beautifully designed, well appointed and friendly staffed hotel.",0,it is beautifully designed we will appointed and friendly staffed hotel,"['it', 'is', 'beautifully', 'designed', 'we', 'will', 'appointed', 'and', 'friendly', 'staffed', 'hotel']","['beautifully', 'designed', 'appointed', 'friendly', 'staffed', 'hotel']","['beautifully', 'design', 'appoint', 'friendly', 'staffed', 'hotel']","['beauti', 'design', 'appoint', 'friendli', 'staf', 'hotel']"
5386,81169:63,"The employees are very helpful and knowledgeble ,overheard a desk clerk explaining our California Mission system to a foreigner,, though not overly solicitous ,with hand out,.",0,The employees are very helpful and knowledgeble overheard desk clerk explaining our California Mission system to foreigner though not overly solicitous with hand out,"['the', 'employees', 'are', 'very', 'helpful', 'and', 'knowledgeble', 'overheard', 'desk', 'clerk', 'explaining', 'our', 'california', 'mission', 'system', 'to', 'foreigner', 'though', 'not', 'overly', 'solicitous', 'with', 'hand', 'out']","['employees', 'helpful', 'knowledgeble', 'overheard', 'desk', 'clerk', 'explaining', 'california', 'mission', 'system', 'foreigner', 'though', 'overly', 'solicitous', 'hand']","['employee', 'helpful', 'knowledgeble', 'overheard', 'desk', 'clerk', 'explain', 'california', 'mission', 'system', 'foreigner', 'though', 'overly', 'solicitous', 'hand']","['employe', 'help', 'knowledgebl', 'overheard', 'desk', 'clerk', 'explain', 'california', 'mission', 'system', 'foreign', 'though', 'overli', 'solicit', 'hand']"
5387,81169:63,The location is perfect.,0,The location is perfect,"['the', 'location', 'is', 'perfect']","['location', 'perfect']","['location', 'perfect']","['locat', 'perfect']"
5388,81169:63,Bus to the ballpark is right in front.,0,Bus to the ballpark is right in front,"['bus', 'to', 'the', 'ballpark', 'is', 'right', 'in', 'front']","['bus', 'ballpark', 'right', 'front']","['bus', 'ballpark', 'right', 'front']","['bu', 'ballpark', 'right', 'front']"
5389,81169:63,Excellent restaurants within walking distance the Metreon for movies.,0,Excellent restaurants within walking distance the Metreon for movies,"['excellent', 'restaurants', 'within', 'walking', 'distance', 'the', 'metreon', 'for', 'movies']","['excellent', 'restaurants', 'within', 'walking', 'distance', 'metreon', 'movies']","['excellent', 'restaurant', 'within', 'walk', 'distance', 'metreon', 'movie']","['excel', 'restaur', 'within', 'walk', 'distanc', 'metreon', 'movi']"
5390,81169:63,"Rooms are small, but perfect for what a busy or active traveler needs.",0,Rooms are small but perfect for what busy or active traveler needs,"['rooms', 'are', 'small', 'but', 'perfect', 'for', 'what', 'busy', 'or', 'active', 'traveler', 'needs']","['rooms', 'small', 'perfect', 'busy', 'active', 'traveler', 'needs']","['room', 'small', 'perfect', 'busy', 'active', 'traveler', 'need']","['room', 'small', 'perfect', 'busi', 'activ', 'travel', 'need']"
5391,81169:63,"Our room had a small chair that had a swing table on the arm and a foot rest that slid out, perfect for working on the laptop.",0,Our room had small chair that had swing table on the arm and foot rest that slid out perfect for working on the laptop,"['our', 'room', 'had', 'small', 'chair', 'that', 'had', 'swing', 'table', 'on', 'the', 'arm', 'and', 'foot', 'rest', 'that', 'slid', 'out', 'perfect', 'for', 'working', 'on', 'the', 'laptop']","['room', 'small', 'chair', 'swing', 'table', 'arm', 'foot', 'rest', 'slid', 'perfect', 'working', 'laptop']","['room', 'small', 'chair', 'swing', 'table', 'arm', 'foot', 'rest', 'slide', 'perfect', 'work', 'laptop']","['room', 'small', 'chair', 'swing', 'tabl', 'arm', 'foot', 'rest', 'slid', 'perfect', 'work', 'laptop']"
5392,81169:63,"Flat screen TV, dvd and stereo.",0,Flat screen TV dvd and stereo,"['flat', 'screen', 'tv', 'dvd', 'and', 'stereo']","['flat', 'screen', 'tv', 'dvd', 'stereo']","['flat', 'screen', 'tv', 'dvd', 'stereo']","['flat', 'screen', 'tv', 'dvd', 'stereo']"
5393,81169:63,The famous one on Nob Hill doesnt even offer that,0,The famous one on Nob Hill does not even offer that,"['the', 'famous', 'one', 'on', 'nob', 'hill', 'does', 'not', 'even', 'offer', 'that']","['famous', 'one', 'nob', 'hill', 'even', 'offer']","['famous', 'one', 'nob', 'hill', 'even', 'offer']","['famou', 'one', 'nob', 'hill', 'even', 'offer']"
5394,81169:63,Ill recommend it to everyone heading to the City.,1,will recommend it to everyone heading to the City,"['will', 'recommend', 'it', 'to', 'everyone', 'heading', 'to', 'the', 'city']","['recommend', 'everyone', 'heading', 'city']","['recommend', 'everyone', 'head', 'city']","['recommend', 'everyon', 'head', 'citi']"
5395,81169:63,"The better hotels should take notice Mosser, Great job",0,The better hotels should take notice Mosser Great job,"['the', 'better', 'hotels', 'should', 'take', 'notice', 'mosser', 'great', 'job']","['better', 'hotels', 'take', 'notice', 'mosser', 'great', 'job']","['good', 'hotel', 'take', 'notice', 'mosser', 'great', 'job']","['better', 'hotel', 'take', 'notic', 'mosser', 'great', 'job']"
5396,81375:83,Dont judge a book by its cover,0,do not judge book by it is cover,"['do', 'not', 'judge', 'book', 'by', 'it', 'is', 'cover']","['judge', 'book', 'cover']","['judge', 'book', 'cover']","['judg', 'book', 'cover']"
5397,81375:83,"Hotel is in Fishermans Wharf, close to everything.",0,Hotel is in Fishermans Wharf close to everything,"['hotel', 'is', 'in', 'fishermans', 'wharf', 'close', 'to', 'everything']","['hotel', 'fishermans', 'wharf', 'close', 'everything']","['hotel', 'fisherman', 'wharf', 'close', 'everything']","['hotel', 'fisherman', 'wharf', 'close', 'everyth']"
5398,81375:83,Exterior of hotel is very old and dated...I was worried when we drove up to check in.,0,Exterior of hotel is very old and dated was worried when we drove up to check in,"['exterior', 'of', 'hotel', 'is', 'very', 'old', 'and', 'dated', 'was', 'worried', 'when', 'we', 'drove', 'up', 'to', 'check', 'in']","['exterior', 'hotel', 'old', 'dated', 'worried', 'drove', 'check']","['exterior', 'hotel', 'old', 'date', 'worried', 'drove', 'check']","['exterior', 'hotel', 'old', 'date', 'worri', 'drove', 'check']"
5399,81375:83,But as soon as you entered you could see the renovations,0,But as soon as you entered you could see the renovations,"['but', 'as', 'soon', 'as', 'you', 'entered', 'you', 'could', 'see', 'the', 'renovations']","['soon', 'entered', 'could', 'see', 'renovations']","['soon', 'enter', 'could', 'see', 'renovation']","['soon', 'enter', 'could', 'see', 'renov']"
5400,81375:83,VERY beautiful and stylish lobby.,0,VERY beautiful and stylish lobby,"['very', 'beautiful', 'and', 'stylish', 'lobby']","['beautiful', 'stylish', 'lobby']","['beautiful', 'stylish', 'lobby']","['beauti', 'stylish', 'lobbi']"
5401,81375:83,"Rooms were great, as well.",0,Rooms we are great as well,"['rooms', 'we', 'are', 'great', 'as', 'well']","['rooms', 'great', 'well']","['room', 'great', 'well']","['room', 'great', 'well']"
5402,81375:83,We had a king bed in our room and had plenty of space.,0,We had king bed in our room and had plenty of space,"['we', 'had', 'king', 'bed', 'in', 'our', 'room', 'and', 'had', 'plenty', 'of', 'space']","['king', 'bed', 'room', 'plenty', 'space']","['king', 'bed', 'room', 'plenty', 'space']","['king', 'bed', 'room', 'plenti', 'space']"
5403,81375:83,Not much of a view as all the surrounding buildings are the same height.,0,Not much of view as all the surrounding buildings are the same height,"['not', 'much', 'of', 'view', 'as', 'all', 'the', 'surrounding', 'buildings', 'are', 'the', 'same', 'height']","['much', 'view', 'surrounding', 'buildings', 'height']","['much', 'view', 'surround', 'building', 'height']","['much', 'view', 'surround', 'build', 'height']"
5404,81375:83,"Great, clean rooms and bathrooms.",0,Great clean rooms and bathrooms,"['great', 'clean', 'rooms', 'and', 'bathrooms']","['great', 'clean', 'rooms', 'bathrooms']","['great', 'clean', 'room', 'bathroom']","['great', 'clean', 'room', 'bathroom']"
5405,81375:83,I would definitely stay here again.,0,would definitely stay here again,"['would', 'definitely', 'stay', 'here', 'again']","['would', 'definitely', 'stay']","['would', 'definitely', 'stay']","['would', 'definit', 'stay']"
5406,81375:83,PARKING: is $43 plus tax per day; watch out,1,PARKING is 43 plus tax per day watch out,"['parking', 'is', '43', 'plus', 'tax', 'per', 'day', 'watch', 'out']","['parking', '43', 'plus', 'tax', 'per', 'day', 'watch']","['park', '43', 'plus', 'tax', 'per', 'day', 'watch']","['park', '43', 'plu', 'tax', 'per', 'day', 'watch']"
5407,208454:565,My new favorite hotel,0,My new favorite hotel,"['my', 'new', 'favorite', 'hotel']","['new', 'favorite', 'hotel']","['new', 'favorite', 'hotel']","['new', 'favorit', 'hotel']"
5408,208454:565,My husband and I stayed at the Sofitel New York August 4th-6th.,0,My husband and stayed at the Sofitel New York August 4 th 6 th,"['my', 'husband', 'and', 'stayed', 'at', 'the', 'sofitel', 'new', 'york', 'august', '4', 'th', '6', 'th']","['husband', 'stayed', 'sofitel', 'new', 'york', 'august', '4', 'th', '6', 'th']","['husband', 'stay', 'sofitel', 'new', 'york', 'august', '4', 'th', '6', 'th']","['husband', 'stay', 'sofitel', 'new', 'york', 'august', '4', 'th', '6', 'th']"
5409,208454:565,"After much research and reading of reviews on this site, I chose this hotel.",0,After much research and reading of reviews on this site chose this hotel,"['after', 'much', 'research', 'and', 'reading', 'of', 'reviews', 'on', 'this', 'site', 'chose', 'this', 'hotel']","['much', 'research', 'reading', 'reviews', 'site', 'chose', 'hotel']","['much', 'research', 'read', 'review', 'site', 'chose', 'hotel']","['much', 'research', 'read', 'review', 'site', 'chose', 'hotel']"
5410,208454:565,"It was our first trip to NYC and this was the ideal location, centrally located to tour the city.",0,It was our first trip to NYC and this was the ideal location centrally located to tour the city,"['it', 'was', 'our', 'first', 'trip', 'to', 'nyc', 'and', 'this', 'was', 'the', 'ideal', 'location', 'centrally', 'located', 'to', 'tour', 'the', 'city']","['first', 'trip', 'nyc', 'ideal', 'location', 'centrally', 'located', 'tour', 'city']","['first', 'trip', 'nyc', 'ideal', 'location', 'centrally', 'locate', 'tour', 'city']","['first', 'trip', 'nyc', 'ideal', 'locat', 'central', 'locat', 'tour', 'citi']"
5411,208454:565,We walked just about everywhere.,0,We walked just about everywhere,"['we', 'walked', 'just', 'about', 'everywhere']","['walked', 'everywhere']","['walk', 'everywhere']","['walk', 'everywher']"
5412,208454:565,It was also very nicely tucked on a side street so it was always very quiet.,0,It was also very nicely tucked on side street so it was always very quiet,"['it', 'was', 'also', 'very', 'nicely', 'tucked', 'on', 'side', 'street', 'so', 'it', 'was', 'always', 'very', 'quiet']","['also', 'nicely', 'tucked', 'side', 'street', 'always', 'quiet']","['also', 'nicely', 'tucked', 'side', 'street', 'always', 'quiet']","['also', 'nice', 'tuck', 'side', 'street', 'alway', 'quiet']"
5413,208454:565,"The hotel is very clean, beautiful and offers friendly service.",0,The hotel is very clean beautiful and offers friendly service,"['the', 'hotel', 'is', 'very', 'clean', 'beautiful', 'and', 'offers', 'friendly', 'service']","['hotel', 'clean', 'beautiful', 'offers', 'friendly', 'service']","['hotel', 'clean', 'beautiful', 'offer', 'friendly', 'service']","['hotel', 'clean', 'beauti', 'offer', 'friendli', 'servic']"
5414,208454:565,I followed the advice that many people wrote and signed up for a free Sofitel Privileges card and also emailed the hotel to let them know we were there to celebrate our anniversary.,0,followed the advice that many people wrote and signed up for free Sofitel Privileges card and also emailed the hotel to let them know we we are there to celebrate our anniversary,"['followed', 'the', 'advice', 'that', 'many', 'people', 'wrote', 'and', 'signed', 'up', 'for', 'free', 'sofitel', 'privileges', 'card', 'and', 'also', 'emailed', 'the', 'hotel', 'to', 'let', 'them', 'know', 'we', 'we', 'are', 'there', 'to', 'celebrate', 'our', 'anniversary']","['followed', 'advice', 'many', 'people', 'wrote', 'signed', 'free', 'sofitel', 'privileges', 'card', 'also', 'emailed', 'hotel', 'let', 'know', 'celebrate', 'anniversary']","['follow', 'advice', 'many', 'people', 'write', 'sign', 'free', 'sofitel', 'privilege', 'card', 'also', 'email', 'hotel', 'let', 'know', 'celebrate', 'anniversary']","['follow', 'advic', 'mani', 'peopl', 'wrote', 'sign', 'free', 'sofitel', 'privileg', 'card', 'also', 'email', 'hotel', 'let', 'know', 'celebr', 'anniversari']"
5415,208454:565,We were upgraded from a queen to king room with a view,0,We we are upgraded from queen to king room with view,"['we', 'we', 'are', 'upgraded', 'from', 'queen', 'to', 'king', 'room', 'with', 'view']","['upgraded', 'queen', 'king', 'room', 'view']","['upgraded', 'queen', 'king', 'room', 'view']","['upgrad', 'queen', 'king', 'room', 'view']"
5416,208454:565,We also received champagne and chocolates our first night.,0,We also received champagne and chocolates our first night,"['we', 'also', 'received', 'champagne', 'and', 'chocolates', 'our', 'first', 'night']","['also', 'received', 'champagne', 'chocolates', 'first', 'night']","['also', 'receive', 'champagne', 'chocolate', 'first', 'night']","['also', 'receiv', 'champagn', 'chocol', 'first', 'night']"
5417,208454:565,With the Sofitel card we also had a 4 PM checkout which was great.,0,With the Sofitel card we also had PM checkout which was great,"['with', 'the', 'sofitel', 'card', 'we', 'also', 'had', 'pm', 'checkout', 'which', 'was', 'great']","['sofitel', 'card', 'also', 'pm', 'checkout', 'great']","['sofitel', 'card', 'also', 'pm', 'checkout', 'great']","['sofitel', 'card', 'also', 'pm', 'checkout', 'great']"
5418,208454:565,This is definitely my most favorite of all hotels I have stayed in and would absolutely stay here again and any other Sofitel.,0,This is definitely my most favorite of all hotels have stayed in and would absolutely stay here again and any other Sofitel,"['this', 'is', 'definitely', 'my', 'most', 'favorite', 'of', 'all', 'hotels', 'have', 'stayed', 'in', 'and', 'would', 'absolutely', 'stay', 'here', 'again', 'and', 'any', 'other', 'sofitel']","['definitely', 'favorite', 'hotels', 'stayed', 'would', 'absolutely', 'stay', 'sofitel']","['definitely', 'favorite', 'hotel', 'stay', 'would', 'absolutely', 'stay', 'sofitel']","['definit', 'favorit', 'hotel', 'stay', 'would', 'absolut', 'stay', 'sofitel']"
5419,208454:565,I highly recommend this hotel especially for couples.,1,highly recommend this hotel especially for couples,"['highly', 'recommend', 'this', 'hotel', 'especially', 'for', 'couples']","['highly', 'recommend', 'hotel', 'especially', 'couples']","['highly', 'recommend', 'hotel', 'especially', 'couple']","['highli', 'recommend', 'hotel', 'especi', 'coupl']"
5420,125161:119,Nice modern hotel.,0,Nice modern hotel,"['nice', 'modern', 'hotel']","['nice', 'modern', 'hotel']","['nice', 'modern', 'hotel']","['nice', 'modern', 'hotel']"
5421,125161:119,"My husband and I spent the weekend at the W New Orleans ,Dec. 11 - Dec 12, 2004,.",0,My husband and spent the weekend at the New Orleans Dec 11 Dec 12 2004,"['my', 'husband', 'and', 'spent', 'the', 'weekend', 'at', 'the', 'new', 'orleans', 'dec', '11', 'dec', '12', '2004']","['husband', 'spent', 'weekend', 'new', 'orleans', 'dec', '11', 'dec', '12', '2004']","['husband', 'spend', 'weekend', 'new', 'orleans', 'dec', '11', 'dec', '12', '2004']","['husband', 'spent', 'weekend', 'new', 'orlean', 'dec', '11', 'dec', '12', '2004']"
5422,125161:119,Loved the vibe of the hotel.,0,Loved the vibe of the hotel,"['loved', 'the', 'vibe', 'of', 'the', 'hotel']","['loved', 'vibe', 'hotel']","['love', 'vibe', 'hotel']","['love', 'vibe', 'hotel']"
5423,125161:119,Great for the younger 30 something crowd.,0,Great for the younger 30 something crowd,"['great', 'for', 'the', 'younger', '30', 'something', 'crowd']","['great', 'younger', '30', 'something', 'crowd']","['great', 'young', '30', 'something', 'crowd']","['great', 'younger', '30', 'someth', 'crowd']"
5424,125161:119,"Not to be age pregidous but, didnt see anyone here that was older 60+ like other hotels in the immediate area as this one.",0,Not to be age pregidous but did not see anyone here that was older 60 like other hotels in the immediate area as this one,"['not', 'to', 'be', 'age', 'pregidous', 'but', 'did', 'not', 'see', 'anyone', 'here', 'that', 'was', 'older', '60', 'like', 'other', 'hotels', 'in', 'the', 'immediate', 'area', 'as', 'this', 'one']","['age', 'pregidous', 'see', 'anyone', 'older', '60', 'like', 'hotels', 'immediate', 'area', 'one']","['age', 'pregidous', 'see', 'anyone', 'old', '60', 'like', 'hotel', 'immediate', 'area', 'one']","['age', 'pregid', 'see', 'anyon', 'older', '60', 'like', 'hotel', 'immedi', 'area', 'one']"
5425,125161:119,"Has very nice robes in room, CD player and DVD player.",0,Has very nice robes in room CD player and DVD player,"['has', 'very', 'nice', 'robes', 'in', 'room', 'cd', 'player', 'and', 'dvd', 'player']","['nice', 'robes', 'room', 'cd', 'player', 'dvd', 'player']","['nice', 'robe', 'room', 'cd', 'player', 'dvd', 'player']","['nice', 'robe', 'room', 'cd', 'player', 'dvd', 'player']"
5426,125161:119,Also has a neat candy machine in the room that is a nickle for some hot tamale candy.,0,Also has neat candy machine in the room that is nickle for some hot tamale candy,"['also', 'has', 'neat', 'candy', 'machine', 'in', 'the', 'room', 'that', 'is', 'nickle', 'for', 'some', 'hot', 'tamale', 'candy']","['also', 'neat', 'candy', 'machine', 'room', 'nickle', 'hot', 'tamale', 'candy']","['also', 'neat', 'candy', 'machine', 'room', 'nickle', 'hot', 'tamale', 'candy']","['also', 'neat', 'candi', 'machin', 'room', 'nickl', 'hot', 'tamal', 'candi']"
5427,125161:119,"I thought it was a VERY quite hotel, but again we stayed on the 19th Floor.",0,thought it was VERY quite hotel but again we stayed on the 19 th Floor,"['thought', 'it', 'was', 'very', 'quite', 'hotel', 'but', 'again', 'we', 'stayed', 'on', 'the', '19', 'th', 'floor']","['thought', 'quite', 'hotel', 'stayed', '19', 'th', 'floor']","['think', 'quite', 'hotel', 'stay', '19', 'th', 'floor']","['thought', 'quit', 'hotel', 'stay', '19', 'th', 'floor']"
5428,125161:119,Just about 3 blocks or so from the French Quarter and directly across the street from Harrahs Casino.,0,Just about blocks or so from the French Quarter and directly across the street from Harrahs Casino,"['just', 'about', 'blocks', 'or', 'so', 'from', 'the', 'french', 'quarter', 'and', 'directly', 'across', 'the', 'street', 'from', 'harrahs', 'casino']","['blocks', 'french', 'quarter', 'directly', 'across', 'street', 'harrahs', 'casino']","['block', 'french', 'quarter', 'directly', 'across', 'street', 'harrahs', 'casino']","['block', 'french', 'quarter', 'directli', 'across', 'street', 'harrah', 'casino']"
5429,125161:119,There are some cons about this hotel - REMEMBER - if you drive down your parking is NOT FREE,1,There are some cons about this hotel REMEMBER if you drive down your parking is NOT FREE,"['there', 'are', 'some', 'cons', 'about', 'this', 'hotel', 'remember', 'if', 'you', 'drive', 'down', 'your', 'parking', 'is', 'not', 'free']","['cons', 'hotel', 'remember', 'drive', 'parking', 'free']","['con', 'hotel', 'remember', 'drive', 'parking', 'free']","['con', 'hotel', 'rememb', 'drive', 'park', 'free']"
5430,125161:119,Looking at about $32.00 extra tacked on the hotel bill for valet overnight parking.,0,Looking at about 32 00 extra tacked on the hotel bill for valet overnight parking,"['looking', 'at', 'about', '32', '00', 'extra', 'tacked', 'on', 'the', 'hotel', 'bill', 'for', 'valet', 'overnight', 'parking']","['looking', '32', '00', 'extra', 'tacked', 'hotel', 'bill', 'valet', 'overnight', 'parking']","['look', '32', '00', 'extra', 'tack', 'hotel', 'bill', 'valet', 'overnight', 'park']","['look', '32', '00', 'extra', 'tack', 'hotel', 'bill', 'valet', 'overnight', 'park']"
5431,125161:119,Dont be surprised about this as alot of the nicer hotels around New Orleans does this.,0,do not be surprised about this as alot of the nicer hotels around New Orleans does this,"['do', 'not', 'be', 'surprised', 'about', 'this', 'as', 'alot', 'of', 'the', 'nicer', 'hotels', 'around', 'new', 'orleans', 'does', 'this']","['surprised', 'alot', 'nicer', 'hotels', 'around', 'new', 'orleans']","['surprised', 'alot', 'nicer', 'hotel', 'around', 'new', 'orleans']","['surpris', 'alot', 'nicer', 'hotel', 'around', 'new', 'orlean']"
5432,125161:119,The rooms are a bit small for the price of the room.,0,The rooms are bit small for the price of the room,"['the', 'rooms', 'are', 'bit', 'small', 'for', 'the', 'price', 'of', 'the', 'room']","['rooms', 'bit', 'small', 'price', 'room']","['room', 'bit', 'small', 'price', 'room']","['room', 'bit', 'small', 'price', 'room']"
5433,125161:119,Paid $209 for a basic king bedroom.,0,Paid 209 for basic king bedroom,"['paid', '209', 'for', 'basic', 'king', 'bedroom']","['paid', '209', 'basic', 'king', 'bedroom']","['pay', '209', 'basic', 'king', 'bedroom']","['paid', '209', 'basic', 'king', 'bedroom']"
5434,125161:119,No frills - nice mini bar in room but VERY expensive.,0,No frills nice mini bar in room but VERY expensive,"['no', 'frills', 'nice', 'mini', 'bar', 'in', 'room', 'but', 'very', 'expensive']","['frills', 'nice', 'mini', 'bar', 'room', 'expensive']","['frill', 'nice', 'mini', 'bar', 'room', 'expensive']","['frill', 'nice', 'mini', 'bar', 'room', 'expens']"
5435,125161:119,$4 bucks for a candy bar,0,bucks for candy bar,"['bucks', 'for', 'candy', 'bar']","['bucks', 'candy', 'bar']","['buck', 'candy', 'bar']","['buck', 'candi', 'bar']"
5436,125161:119,This is a great hotel if you want to stay somewhere a little different.,1,This is great hotel if you want to stay somewhere little different,"['this', 'is', 'great', 'hotel', 'if', 'you', 'want', 'to', 'stay', 'somewhere', 'little', 'different']","['great', 'hotel', 'want', 'stay', 'somewhere', 'little', 'different']","['great', 'hotel', 'want', 'stay', 'somewhere', 'little', 'different']","['great', 'hotel', 'want', 'stay', 'somewher', 'littl', 'differ']"
5437,237511:21,Pleased with stay,0,Pleased with stay,"['pleased', 'with', 'stay']","['pleased', 'stay']","['pleased', 'stay']","['pleas', 'stay']"
5438,237511:21,Were a family of four and stayed in their quad room for 2 nights in June.,0,we are family of four and stayed in their quad room for nights in June,"['we', 'are', 'family', 'of', 'four', 'and', 'stayed', 'in', 'their', 'quad', 'room', 'for', 'nights', 'in', 'june']","['family', 'four', 'stayed', 'quad', 'room', 'nights', 'june']","['family', 'four', 'stay', 'quad', 'room', 'night', 'june']","['famili', 'four', 'stay', 'quad', 'room', 'night', 'june']"
5439,237511:21,The room was very spacious with a nice bathroom and nice amenities.,0,The room was very spacious with nice bathroom and nice amenities,"['the', 'room', 'was', 'very', 'spacious', 'with', 'nice', 'bathroom', 'and', 'nice', 'amenities']","['room', 'spacious', 'nice', 'bathroom', 'nice', 'amenities']","['room', 'spacious', 'nice', 'bathroom', 'nice', 'amenity']","['room', 'spaciou', 'nice', 'bathroom', 'nice', 'amen']"
5440,237511:21,We were very pleased with our stay and would definitely stay there again.,0,We we are very pleased with our stay and would definitely stay there again,"['we', 'we', 'are', 'very', 'pleased', 'with', 'our', 'stay', 'and', 'would', 'definitely', 'stay', 'there', 'again']","['pleased', 'stay', 'would', 'definitely', 'stay']","['pleased', 'stay', 'would', 'definitely', 'stay']","['pleas', 'stay', 'would', 'definit', 'stay']"
5441,237511:21,PROS:Brothers who run the hotel are very helpful.,0,PROS Brothers who run the hotel are very helpful,"['pros', 'brothers', 'who', 'run', 'the', 'hotel', 'are', 'very', 'helpful']","['pros', 'brothers', 'run', 'hotel', 'helpful']","['pro', 'brother', 'run', 'hotel', 'helpful']","['pro', 'brother', 'run', 'hotel', 'help']"
5442,237511:21,Breakfast was large and wonderful.,0,Breakfast was large and wonderful,"['breakfast', 'was', 'large', 'and', 'wonderful']","['breakfast', 'large', 'wonderful']","['breakfast', 'large', 'wonderful']","['breakfast', 'larg', 'wonder']"
5443,237511:21,DVD with movies to borrow nice after a full day of sightseeing.,0,DVD with movies to borrow nice after full day of sightseeing,"['dvd', 'with', 'movies', 'to', 'borrow', 'nice', 'after', 'full', 'day', 'of', 'sightseeing']","['dvd', 'movies', 'borrow', 'nice', 'full', 'day', 'sightseeing']","['dvd', 'movie', 'borrow', 'nice', 'full', 'day', 'sightsee']","['dvd', 'movi', 'borrow', 'nice', 'full', 'day', 'sightse']"
5444,237511:21,Bathroom updated nice.,0,Bathroom updated nice,"['bathroom', 'updated', 'nice']","['bathroom', 'updated', 'nice']","['bathroom', 'update', 'nice']","['bathroom', 'updat', 'nice']"
5445,237511:21,Only a block away from a laundromat.,0,Only block away from laundromat,"['only', 'block', 'away', 'from', 'laundromat']","['block', 'away', 'laundromat']","['block', 'away', 'laundromat']","['block', 'away', 'laundromat']"
5446,237511:21,Elevator didnt appear to work.,0,Elevator did not appear to work,"['elevator', 'did', 'not', 'appear', 'to', 'work']","['elevator', 'appear', 'work']","['elevator', 'appear', 'work']","['elev', 'appear', 'work']"
5447,601686:74,I didnt have time to really research and simply booked whatever Priceline would honor.,0,did not have time to really research and simply booked whatever Priceline would honor,"['did', 'not', 'have', 'time', 'to', 'really', 'research', 'and', 'simply', 'booked', 'whatever', 'priceline', 'would', 'honor']","['time', 'really', 'research', 'simply', 'booked', 'whatever', 'priceline', 'would', 'honor']","['time', 'really', 'research', 'simply', 'book', 'whatever', 'priceline', 'would', 'honor']","['time', 'realli', 'research', 'simpli', 'book', 'whatev', 'pricelin', 'would', 'honor']"
5448,601686:74,I was very lucky to get this hotel.,0,was very lucky to get this hotel,"['was', 'very', 'lucky', 'to', 'get', 'this', 'hotel']","['lucky', 'get', 'hotel']","['lucky', 'get', 'hotel']","['lucki', 'get', 'hotel']"
5449,601686:74,It is located on the street parallel to the canal right behind the central train station.,0,It is located on the street parallel to the canal right behind the central train station,"['it', 'is', 'located', 'on', 'the', 'street', 'parallel', 'to', 'the', 'canal', 'right', 'behind', 'the', 'central', 'train', 'station']","['located', 'street', 'parallel', 'canal', 'right', 'behind', 'central', 'train', 'station']","['locate', 'street', 'parallel', 'canal', 'right', 'behind', 'central', 'train', 'station']","['locat', 'street', 'parallel', 'canal', 'right', 'behind', 'central', 'train', 'station']"
5450,601686:74,Its  a 5 minute walk or you can take a tram.,0,it is minute walk or you can take tram,"['it', 'is', 'minute', 'walk', 'or', 'you', 'can', 'take', 'tram']","['minute', 'walk', 'take', 'tram']","['minute', 'walk', 'take', 'tram']","['minut', 'walk', 'take', 'tram']"
5451,601686:74,A taxi will cost about 10 euros.,0,taxi will cost about 10 euros,"['taxi', 'will', 'cost', 'about', '10', 'euros']","['taxi', 'cost', '10', 'euros']","['taxi', 'cost', '10', 'euro']","['taxi', 'cost', '10', 'euro']"
